,Temperature,River_Flow,Rainfall,Pollution_Index,pH,DO,Turbidity,Conductivity
2024-02-08,17.637457615894633,488.9773572439322,1.1847847897612984,53.74339740509238,8.037433974050924,5.312830129745381,56.05622753483777,653.0754805381929
2024-02-09,15.875570421843149,496.3789911792329,1.1847847897612984,45.356938367946164,7.953569383679461,5.732153081602692,48.08909144954885,590.1770377595963
2024-02-10,19.66802350197729,400.1429231034714,1.1847847897612984,56.992145206678636,8.069921452066787,5.150392739666068,59.1425379463447,677.4410890500898
2024-02-11,15.0,659.0767403319364,1.1847847897612984,40.89068264448242,7.908906826444825,5.955465867775879,43.846148512258296,556.6801198336182
2024-02-12,17.7203705935265,434.22338079757395,1.1847847897612984,60.50822938018373,8.105082293801837,4.974588530990813,62.48281791117454,703.811720351378
2024-02-13,16.565773652326843,623.8081100148497,1.1847847897612984,51.916669548574255,8.019166695485742,5.404166522571288,54.32083607114554,639.3750216143069
2024-02-14,17.302031779136247,405.39636742612487,1.1847847897612984,44.12102494354891,7.941210249435489,5.793948752822555,46.91497369637146,580.9076870766169
2024-02-15,17.161679774011755,579.7510736390806,1.1847847897612984,59.173166033835,8.09173166033835,5.0413416983082495,61.214507732143254,693.7987452537625
2024-02-16,17.431234247806515,435.4750744107816,1.1847847897612984,51.009551895825446,8.010095518958254,5.449522405208728,53.45907430103417,632.5716392186908
2024-02-17,15.0,543.7066791368541,1.1847847897612984,45.21846830076324,7.952184683007633,5.739076584961838,47.95754488572508,589.1385122557243
2024-02-18,18.107135411197,369.30874883666024,1.1847847897612984,54.945415221494024,8.04945415221494,5.2527292389252995,57.19814446041932,662.0906141612052
2024-02-19,17.80278928599219,545.4043240673858,1.1847847897612984,59.575836079781936,8.09575836079782,5.021208196010903,61.59704427579285,696.8187705983646
2024-02-20,18.770501619261406,507.8447413998824,1.1847847897612984,53.49418058170654,8.034941805817066,5.325290970914673,55.819471552621216,651.2063543627991
2024-02-21,17.19740539156311,522.6285570117936,1.1847847897612984,54.59834487479869,8.045983448747986,5.270082756260066,56.86842763105875,659.4875865609902
2024-02-22,18.417477500563173,517.2449232022175,1.1847847897612984,62.45933632560512,8.124593363256052,4.877033183719744,64.33636950932487,718.4450224420384
2024-02-23,17.68079814328402,646.1828501246894,1.1847847897612984,57.19726625356187,8.071972662535618,5.140136687321906,59.33740294088378,678.9794969017141
2024-02-24,19.61117007240133,558.8837245944525,1.1847847897612984,44.58158440724068,7.945815844072407,5.770920779637966,47.352505186878645,584.361883054305
2024-02-25,22.224666450163493,367.44335196629265,1.1847847897612984,61.543698300529485,8.115436983005296,4.922815084973526,63.466513385503006,711.5777372539711
2024-02-26,19.84450838674763,564.0357694004362,1.1847847897612984,52.35571252575731,8.023557125257573,5.382214373712134,54.73792689946945,642.6678439431798
2024-02-27,19.85464542863901,448.053812166377,1.1847847897612984,56.57852463498199,8.06578524634982,5.171073768250901,58.74959840323289,674.3389347623649
2024-02-28,17.79722296512499,562.9036897067057,1.1847847897612984,59.86131157189214,8.098613115718921,5.0069344214053935,61.868245993297535,698.9598367891911
2024-02-29,20.61697694350137,343.93876957695284,1.1847847897612984,63.812192154304995,8.13812192154305,4.809390392284751,65.62158254658974,728.5914411572874
2024-03-01,16.91366257600833,569.0767027777499,1.1847847897612984,50.58744242699574,8.005874424269958,5.4706278786502125,53.058070305645956,629.405818202468
2024-03-02,22.665552574023593,263.5466994466408,1.1847847897612984,73.7253394162623,8.237253394162623,4.313733029186885,75.0390724454492,802.9400456219673
2024-03-03,21.24623007874484,452.047760990651,1.1847847897612984,66.14958951663085,8.161495895166308,4.692520524168457,67.84211004079931,746.1219213747314
2024-03-04,19.548300428139246,367.8138127334463,1.1847847897612984,58.32617423972433,8.083261742397243,5.0836912880137834,60.40986552773811,687.4463067979325
2024-03-05,18.51059587754811,517.056806432137,1.1847847897612984,60.41276720096455,8.104127672009646,4.979361639951772,62.39212884091633,703.0957540072342
2024-03-06,22.043481981291517,521.0878798378588,1.1847847897612984,64.12956746043365,8.141295674604336,4.793521626978318,65.92308908741197,730.9717559532523
2024-03-07,19.646023667293434,428.1840611818349,1.1847847897612984,61.561511012150476,8.115615110121505,4.921924449392476,63.483435461542946,711.7113325911286
2024-03-08,23.068430948770406,480.4798460873497,1.1847847897612984,75.39424376609949,8.253942437660996,4.2302878116950255,76.62453157779451,815.4568282457461
2024-03-09,21.81159551960158,637.3528035344904,1.1847847897612984,57.767964830616236,8.077679648306162,5.111601758469188,59.87956658908543,683.2597362296217
2024-03-10,21.551599371869,474.7817220154167,1.1847847897612984,57.53820799244,8.0753820799244,5.123089600378,59.661297592818,681.5365599433001
2024-03-11,20.475319922426372,628.3838563258546,1.1847847897612984,61.623151089116575,8.116231510891165,4.918842445544171,63.54199353466075,712.1736331683744
2024-03-12,20.636853028753908,576.5876122489219,1.1847847897612984,52.722219053833655,8.027222190538337,5.363889047308318,55.08610810114197,645.4166429037524
2024-03-13,24.737533541953013,551.5665283048309,1.1847847897612984,73.85828278358709,8.23858282783587,4.307085860820646,75.16536864440772,803.9371208769031
2024-03-14,22.230437493745168,460.76039817614765,1.1847847897612984,73.64111175208888,8.23641111752089,4.317944412395557,74.95905616448442,802.3083381406666
2024-03-15,23.1554771849988,646.5853028685325,1.1847847897612984,64.2722296037356,8.142722296037356,4.7863885198132206,66.05861812354883,732.0417220280169
2024-03-16,22.16509586086361,457.2673314608025,1.1847847897612984,67.8680207559106,8.178680207559106,4.60659896220447,69.47461971811508,759.0101556693296
2024-03-17,21.777371550891058,504.7792379298703,1.1847847897612984,62.80697600374743,8.128069760037475,4.859651199812628,64.66662720356005,721.0523200281057
2024-03-18,20.00573923447979,396.5308025306583,1.1847847897612984,55.13346766105415,8.05133467661054,5.243326616947293,57.37679427800144,663.5010074579061
2024-03-19,21.62180459171933,587.8320072180524,1.1847847897612984,60.174588153094916,8.101745881530949,4.991270592345254,62.165858745440175,701.3094111482119
2024-03-20,24.150239490346433,645.0895008202758,1.1847847897612984,69.92524574206548,8.199252457420656,4.503737712896726,71.42898345496222,774.4393430654911
2024-03-21,22.502611838371458,540.380410523373,1.1847847897612984,66.49584460825592,8.16495844608256,4.675207769587203,68.17105237784313,748.7188345619195
2024-03-22,23.712296890258482,637.9927390760306,1.1847847897612984,66.94698550404532,8.169469855040454,4.652650724797734,68.59963622884305,752.1023912803398
2024-03-23,24.075172412986326,426.27530622050966,1.1847847897612984,78.47632857139581,8.284763285713957,4.076183571430209,79.55251214282602,838.5724642854686
2024-03-24,24.195588684240146,494.1864835809605,1.1847847897612984,71.15562921635092,8.21155629216351,4.442218539182454,72.59784775553337,783.6672191226319
2024-03-25,23.098369333544863,544.8378041272756,1.1847847897612984,75.2219766754768,8.252219766754768,4.23890116622616,76.46087784170295,814.164825066076
2024-03-26,24.44986487916426,666.2401096612094,1.1847847897612984,69.80191969445072,8.198019196944507,4.509904015277463,71.31182370972819,773.5143977083804
2024-03-27,22.492653300018773,385.24008859054715,1.1847847897612984,68.63409206779572,8.186340920677956,4.568295396610214,70.20238746440593,764.7556905084679
2024-03-28,23.05641082780578,413.40771261067454,1.1847847897612984,77.66602598646217,8.276660259864622,4.116698700676891,78.78272468713907,832.4951948984663
2024-03-29,24.96558005209109,523.6287206167758,1.1847847897612984,76.7287092349872,8.267287092349871,4.16356453825064,77.89227377323785,825.465319262404
2024-03-30,24.769834399025708,409.683575991259,1.1847847897612984,70.88649692419285,8.208864969241928,4.455675153790358,72.34217207798321,781.6487269314464
2024-03-31,25.489641673170198,447.2512836147517,1.1847847897612984,80.53559861003515,8.305355986100352,3.9732200694982422,81.50881867953339,854.0169895752637
2024-04-01,26.789345089576887,588.453081921195,1.1847847897612984,69.18581776458988,8.1918581776459,4.540709111770505,70.7265268763604,768.8936332344241
2024-04-02,26.203339281920794,514.7124246802049,1.1847847897612984,67.9681465665009,8.17968146566501,4.601592671674954,69.56973923817587,759.7610992487569
2024-04-03,27.758898398834834,498.02709810704476,1.1847847897612984,75.68506324689663,8.256850632468966,4.2157468376551686,76.90081008455181,817.6379743517248
2024-04-04,25.740479991851387,461.60772443426407,1.1847847897612984,70.12572201182945,8.201257220118295,4.493713899408528,71.61943591123797,775.9429150887208
2024-04-05,27.5010900939193,643.0638409863644,1.1847847897612984,65.98249182645148,8.159824918264516,4.700875408677426,67.68336723512891,744.8686886983861
2024-04-06,24.886272896882993,493.9088004250652,1.1847847897612984,69.76139052523328,8.197613905252332,4.511930473738336,71.27332099897161,773.2104289392496
2024-04-07,25.404914165483746,510.3784196960653,1.1847847897612984,69.95481131915514,8.199548113191552,4.502259434042243,71.45707075319739,774.6610848936635
2024-04-08,25.444718319947444,495.94108056856186,1.1847847897612984,66.39247402029875,8.163924740202987,4.680376298985062,68.07285031928382,747.9435551522406
2024-04-09,27.670756424221143,550.9045933078446,1.1847847897612984,63.44535487358142,8.134453548735815,4.827732256320928,65.27308712990236,725.8401615518608
2024-04-10,23.40323241382161,507.0356995042557,1.1847847897612984,64.0221890978215,8.140221890978214,4.798890545108925,65.82107964293041,730.1664182336613
2024-04-11,26.851933843504284,377.4346050075823,1.1847847897612984,75.3139097721086,8.253139097721085,4.23430451139457,76.54821428350317,814.8543232908145
2024-04-12,26.42968419973028,474.98246474639774,1.1847847897612984,70.30313248666926,8.203031324866693,4.484843375666538,71.78797586233578,777.2734936500194
2024-04-13,27.5944473095222,588.9806597090692,1.1847847897612984,82.43499687964038,8.324349968796405,3.878250156017981,83.31324703565836,868.2624765973028
2024-04-14,25.403706182862457,544.3582023437106,1.1847847897612984,73.17645079141784,8.231764507914178,4.341177460429108,74.51762825184694,798.8233809356337
2024-04-15,27.45506538171747,415.56786675170235,1.1847847897612984,83.22392279836737,8.332239227983674,3.838803860081631,84.062726658449,874.1794209877553
2024-04-16,28.20283122671227,597.2301257212597,1.1847847897612984,77.06087541669754,8.270608754166975,4.146956229165124,78.20783164586265,827.9565656252315
2024-04-17,28.69451334348687,381.23378478309104,1.1847847897612984,82.28561403481066,8.322856140348106,3.885719298259467,83.17133333307012,867.1421052610799
2024-04-18,27.25795222672804,660.0428022409949,1.1847847897612984,70.09784313320132,8.200978431332013,4.495107843339934,71.59295097654126,775.7338234990099
2024-04-19,26.310878059515538,467.5867159408451,1.1847847897612984,82.69467002975044,8.326946700297505,3.8652664985124776,83.55993652826292,870.2100252231282
2024-04-20,29.780007504281766,331.88072525244706,1.1847847897612984,93.10529714241314,8.431052971424132,3.344735142879343,93.45003228529248,948.2897285680986
2024-04-21,30.076327893890536,506.7158382293857,1.1847847897612984,72.8333579199767,8.228333579199766,4.358332104001165,74.19169002397787,796.2501843998252
2024-04-22,30.14319276426851,541.946515668118,1.1847847897612984,74.55740990251996,8.2455740990252,4.272129504874002,75.82953940739397,809.1805742688997
2024-04-23,28.526812651681368,443.3669819199905,1.1847847897612984,80.71573155522199,8.30715731555222,3.9642134222389007,81.67994497746089,855.367986664165
2024-04-24,27.905276673471903,517.5224170275822,1.1847847897612984,84.13979182407721,8.341397918240773,3.79301040879614,84.93280223287334,881.048438680579
2024-04-25,28.133803905062848,592.2497324892325,1.1847847897612984,72.79119572328503,8.22791195723285,4.360440213835749,74.15163593712077,795.9339679246377
2024-04-26,32.04961983316212,449.5931530661877,1.1847847897612984,92.30500725560445,8.423050072556045,3.3847496372197776,92.68975689282424,942.2875544170334
2024-04-27,31.43684758792693,478.97597924107635,1.1847847897612984,95.70108694028417,8.457010869402842,3.214945652985791,95.91603259326996,967.7581520521313
2024-04-28,28.71061918918058,637.0507715345483,1.1847847897612984,75.42428144719501,8.25424281447195,4.228785927640249,76.65306737483527,815.6821108539626
2024-04-29,31.59436427193293,358.1507192736956,1.1847847897612984,96.15380886736182,8.461538088673619,3.1923095566319084,96.34611842399373,971.1535665052137
2024-04-30,32.09453414730122,383.68027845397495,1.1847847897612984,83.42364065800561,8.334236406580056,3.82881796709972,84.25245862510532,875.677304935042
2024-05-01,30.792642209809987,402.75682562405063,1.1847847897612984,87.80699393770706,8.37806993937707,3.6096503031146465,88.41664424082171,908.552454532803
2024-05-02,30.994345813903845,352.7475566150759,1.1847847897612984,90.9578913740518,8.409578913740518,3.4521054312974098,91.40999680534921,932.1841853053885
2024-05-03,28.252093206612766,614.9333784600493,1.1847847897612984,80.94080441616761,8.309408044161676,3.9529597791916196,81.89376419535922,857.0560331212571
2024-05-04,32.695881727831285,576.1895192984375,1.1847847897612984,96.18664350479358,8.461866435047936,3.190667824760321,96.3773113295539,971.3998262859518
2024-05-05,29.52564345968616,411.1955886142997,1.1847847897612984,81.93373387668542,8.319337338766854,3.903313306165729,82.83704718285115,864.5030040751407
2024-05-06,32.6955370844303,488.3006418369475,1.1847847897612984,97.85610355870745,8.478561035587074,3.1071948220646277,97.96329838077207,983.9207766903058
2024-05-07,33.36621346093681,526.4478265113302,1.1847847897612984,91.62172703690294,8.41621727036903,3.4189136481548523,92.0406406850578,937.162952776772
2024-05-08,30.062308680387765,435.44504083550953,1.1847847897612984,86.64394284844786,8.366439428484478,3.667802857577607,87.31174570602548,899.8295713633589
2024-05-09,31.21067503051867,701.2754015618685,1.1847847897612984,85.5454532523281,8.35545453252328,3.7227273373835956,86.26818058971169,891.5908993924608
2024-05-10,29.726741812122256,485.5504028793111,1.1847847897612984,86.86358705365673,8.368635870536567,3.656820647317163,87.52040770097389,901.4769029024255
2024-05-11,33.90824055919548,391.82010910256514,1.1847847897612984,94.0978360940621,8.44097836094062,3.295108195296895,94.392944289359,955.7337707054658
2024-05-12,32.74276235298591,355.97259092616656,1.1847847897612984,89.37714590871352,8.393771459087136,3.531142704564324,89.90828861327785,920.3285943153514
2024-05-13,30.84583574801017,212.15971811321305,1.1847847897612984,79.60410605342595,8.29604106053426,4.019794697328702,80.62390075075466,847.0307954006946
2024-05-14,32.3646755237298,427.6260492984367,1.1847847897612984,92.13618167373785,8.42136181673738,3.3931909163131078,92.52937259005095,941.0213625530339
2024-05-15,31.761988055785764,654.5750503990378,1.1847847897612984,95.60332574936784,8.456033257493678,3.2198337125316083,95.82315946189945,967.0249431202589
2024-05-16,32.04863460606846,558.7832042759084,1.1847847897612984,90.93474049327644,8.409347404932765,3.4532629753361785,91.38800346861261,932.0105536995733
2024-05-17,32.06570522511935,459.3124634712059,1.1847847897612984,87.88312495587198,8.37883124955872,3.6058437522064004,88.48896870807839,909.1234371690399
2024-05-18,33.29531459234944,580.6747865870342,1.1847847897612984,95.64575939456192,8.456457593945618,3.217712030271904,95.86347142483383,967.3431954592145
2024-05-19,34.295294223263,573.7466222606567,1.1847847897612984,99.12768742546831,8.491276874254684,3.0436156287265845,99.1713030541949,993.4576556910124
2024-05-20,34.79417473344635,472.80535001587174,1.1847847897612984,99.89914546045641,8.498991454604564,3.0050427269771793,99.90418818743359,999.243590953423
2024-05-21,33.79365545212705,669.4521142812696,1.1847847897612984,89.26338995477695,8.39263389954777,3.536830502261153,89.80022045703811,919.4754246608271
2024-05-22,35.0,730.9492766488878,1.1847847897612984,100.0,8.5,3.0,100.0,1000.0
2024-05-23,32.852534797865076,375.846124777478,1.1847847897612984,85.30022213631081,8.353002221363107,3.7349888931844593,86.03521102949527,889.751666022331
2024-05-24,34.12158597099322,399.2961778222706,1.1847847897612984,95.02367168663014,8.450236716866302,3.248816415668493,95.27248810229864,962.6775376497261
2024-05-25,33.52369341623587,543.7258833589258,1.1847847897612984,100.0,8.5,3.0,100.0,1000.0
2024-05-26,31.43528344051628,457.51050163190354,1.1847847897612984,86.35656091623048,8.363565609162304,3.682171954188476,87.03873287041895,897.6742068717285
2024-05-27,32.4757346976491,479.9961965638507,1.1847847897612984,89.52269865749444,8.395226986574944,3.5238650671252776,90.04656372461973,921.4202399312084
2024-05-28,32.09876653713818,553.4152282517185,1.1847847897612984,86.61491235920874,8.366149123592088,3.669254382039563,87.2841667412483,899.6118426940656
2024-05-29,32.71028454430569,499.28050581340676,1.1847847897612984,91.66422046922379,8.416642204692238,3.41678897653881,92.0810094457626,937.4816535191784
2024-05-30,33.20557867354312,478.46876804111287,1.1847847897612984,91.7971999931174,8.417971999931174,3.4101400003441293,92.20733999346153,938.4789999483805
2024-05-31,34.363487821519925,445.02207876898734,1.1847847897612984,96.0043114035229,8.46004311403523,3.199784429823855,96.20409583334676,970.0323355264218
2024-06-01,31.617097702152265,554.6815265980937,1.1847847897612984,86.73133241034436,8.367313324103444,3.6634333794827816,87.39476578982715,900.4849930775828
2024-06-02,32.423251570989954,697.0857723130612,1.1847847897612984,88.635913270741,8.38635913270741,3.5682043364629505,89.20411760720394,914.7693495305575
2024-06-03,33.34235343073092,661.5329367975144,1.1847847897612984,93.16124315561319,8.431612431556132,3.34193784221934,93.50318099783253,948.7093236670989
2024-06-04,32.825032736248545,433.7129618408565,1.1847847897612984,90.43336808754455,8.404333680875446,3.4783315956227723,90.91169968316733,928.2502606565841
2024-06-05,33.21551817096846,404.86837080813825,1.1847847897612984,94.45377576246493,8.44453775762465,3.2773112118767536,94.73108697434168,958.403318218487
2024-06-06,33.29800934085725,194.91311575974765,1.1847847897612984,100.0,8.5,3.0,100.0,1000.0
2024-06-07,32.98463858609575,563.2465413893767,1.1847847897612984,89.60750411665876,8.396075041166588,3.5196247941670613,90.12712891082583,922.0562808749407
2024-06-08,35.0,461.58935982238165,1.1847847897612984,96.63782472211113,8.466378247221112,3.168108763894443,96.80593348600557,974.7836854158335
2024-06-09,33.23303273647992,633.244182838621,1.1847847897612984,96.19409636013046,8.461940963601304,3.190295181993477,96.38439154212394,971.4557227009784
2024-06-10,34.49796281049492,531.9195753890881,1.1847847897612984,92.68989895680227,8.426898989568024,3.365505052159887,93.05540400896216,945.174242176017
2024-06-11,35.0,534.0719747727762,1.1847847897612984,100.0,8.5,3.0,100.0,1000.0
2024-06-12,35.0,552.240634556708,1.1847847897612984,98.67641528656497,8.48676415286565,3.0661792356717514,98.74259452223673,990.0731146492374
2024-06-13,34.587784318667445,390.910100422087,1.1847847897612984,98.46153796467316,8.484615379646732,3.0769231017663428,98.5384610664395,988.4615347350486
2024-06-14,33.43389270691198,647.4635693378434,1.1847847897612984,91.19532029158907,8.41195320291589,3.440233985420547,91.63555427700962,933.964902186918
2024-06-15,32.38679815323546,490.05479858834923,1.1847847897612984,91.04766224443227,8.410476622444323,3.447616887778387,91.49527913221065,932.857466833242
2024-06-16,33.8224676097097,437.25491687545986,1.1847847897612984,99.95190935484,8.4995190935484,3.0024045322579997,99.954313887098,999.6393201613
2024-06-17,35.0,610.922136610438,1.1847847897612984,100.0,8.5,3.0,100.0,1000.0
2024-06-18,35.0,496.86798064690237,1.1847847897612984,95.87031096402572,8.458703109640258,3.2064844517987137,96.07679541582444,969.0273322301929
2024-06-19,33.843221012612716,584.9948522652468,1.1847847897612984,97.64729532770332,8.476472953277034,3.117635233614834,97.76493056131815,982.354714957775
2024-06-20,31.516948678129264,470.77721137311715,1.1847847897612984,94.19111083865457,8.441911108386545,3.290444458067272,94.48155529672184,956.4333312899092
2024-06-21,33.97781003267794,483.9040471099977,1.1847847897612984,92.05589491525363,8.420558949152536,3.397205254237319,92.45310016949095,940.4192118644022
2024-06-22,34.92006315714372,848.7960302103643,1.1847847897612984,92.91256907057932,8.429125690705794,3.354371546471034,93.26694061705035,946.8442680293449
2024-06-23,31.855936683590723,972.2220802659831,1.1847847897612984,81.61409974480361,8.316140997448036,3.919295012759819,82.53339475756343,862.1057480860271
2024-06-24,33.457411657355806,1263.911504189791,1.1847847897612984,93.03922505297395,8.430392250529739,3.3480387473513025,93.38726380032526,947.7941878973046
2024-06-25,35.0,1276.1608057972553,1.1847847897612984,92.97490537418238,8.429749053741824,3.351254731290881,93.32616010547326,947.3117903063678
2024-06-26,35.0,1386.1728776885006,1.1847847897612984,90.86117606757901,8.40861176067579,3.4569411966210497,91.31811726420005,931.4588205068426
2024-06-27,35.0,1299.3083478660305,1.1847847897612984,95.22098192540977,8.452209819254097,3.2389509037295117,95.45993282913929,964.1573644405734
2024-06-28,32.56783299529201,1769.8343291362667,27.363712275984156,82.17584193463733,8.321758419346374,3.8912079032681337,83.06704983790546,866.3188145097799
2024-06-29,33.8556597856588,1624.6761068377605,27.363712275984156,88.27102809924509,8.38271028099245,3.586448595037746,88.85747669428284,912.0327107443381
2024-06-30,35.0,1889.8293108598532,27.363712275984156,93.27255938531155,8.432725593853116,3.336372030734423,93.60893141604598,949.5441953898367
2024-07-01,34.612113352796484,1833.0113778962407,27.363712275984156,78.79070982298386,8.287907098229839,4.0604645088508065,79.85117433183467,840.930323672379
2024-07-02,34.625427546259175,2134.9136010268758,27.363712275984156,74.18676462126,8.2418676462126,4.290661768937,75.477426390197,806.40073465945
2024-07-03,35.0,2448.6536311243594,27.363712275984156,73.72013705838647,8.237201370583865,4.3139931470806765,75.03413020546715,802.9010279378986
2024-07-04,30.8812716021396,2261.270340008643,27.363712275984156,71.48048394460749,8.214804839446074,4.425975802769626,72.90645974737711,786.1036295845562
2024-07-05,34.85445717151356,2352.4425868714006,27.363712275984156,72.33060006331047,8.223306000633105,4.383469996834476,73.71407006014495,792.4795004748286
2024-07-06,32.26569162115974,2638.4665644883125,27.363712275984156,67.86129178086664,8.178612917808666,4.606935410956668,69.4682271918233,758.9596883564998
2024-07-07,32.81413771854537,2840.2606399238152,27.363712275984156,74.32943890415328,8.243294389041532,4.2835280547923364,75.61296695894562,807.4707917811496
2024-07-08,35.0,2824.8103015468782,27.363712275984156,72.10402606027073,8.221040260602708,4.394798696986463,73.4988247572572,790.7801954520305
2024-07-09,35.0,2849.5735289847235,27.363712275984156,67.41887811994742,8.174188781199474,4.629056094002629,69.04793421395006,755.6415858996056
2024-07-10,34.10301364135149,2886.2074556204248,27.363712275984156,68.05905006432522,8.180590500643252,4.597047496783739,69.65609756110896,760.4428754824391
2024-07-11,34.39309858287129,3355.941307049001,27.363712275984156,70.8271630423397,8.208271630423397,4.458641847883015,72.28580489022272,781.2037228175477
2024-07-12,33.78411146664449,3123.917044651081,27.363712275984156,63.70436031443578,8.137043603144358,4.814781984278211,65.519142298714,727.7827023582684
2024-07-13,35.0,3494.7526353356957,27.363712275984156,60.31881316034081,8.103188131603408,4.9840593419829595,62.30287250232377,702.3910987025561
2024-07-14,33.03042935485991,3468.0005164870527,27.363712275984156,66.33174532399453,8.163317453239944,4.683412733800274,68.01515805779479,747.488089929959
